Conference,YEAR,TYPE,ARCHITECTURE,TECHNOLOGY,AREA,SNDR_plot_dB,P_fsnyq_pJ,fin_hf_Hz,fsnyq_Hz,FOMW_hf_fJ__conv_step,FOMS_hf_dB,TITLE,ABSTRACT,AUTHORS,sndr_a,p_fs_pJ_a,sndr_b,p_fs_pJ_b,SNR_a,f_a,SNR_b,f_b,ff,Envelope_a,Envelope_b
ISSCC,2002,OS,SDSC,0.35,0.79,48,4950,3840000,7680000,24109.70952,128.0454763,A dual-mode 80 MHz bandpass ?? modulator for a GSM/WCDMA IF-receiver,"Summary form only given. The authors present a band-pass modulator operating at 80 MHz which combines frequency down-conversion with A/D conversion. The two SC resonators are implemented using a single opamp. A single-bit quantizer and feedback is used for GSM, but 4 b quantizer is used for WCDMA. Measured peak SNRs are 80 dB for 270 kHz B/W (GSM), and 48 dB for 3.84 MHz B/W (WCDMA) ","Salo, T.; Hollman, T.; Lindfors, S.; Halonen, K.",,,,,,,,,79432823.47,0.680085306,180.4807964
ISSCC,2002,OS,SDSC,0.18,2.86,82,25500,2000000,4000000,2478.222931,154.9242982,A 1.8 V 14 b ?? A/D converter with 4MSamples/s conversion,Summary form only given. A fifth-order single-stage ?? modulator achieves 14 b resolution with 8× OSR and 4 MHz conversion bandwidth in a 1.8 V 0.18 ?m CMOS process. The DC gain of the internal op amps is 43 dB. It occupies 1.3×2.2 mm2 and consumes 102 mW analog power and 47 mW digital power ,"Ruoxin Jiang; Fiez, T.S.",,,,,,,,,100000000,0.686278302,179.595326
ISSCC,2002,OS,SDCT,0.18,0.41,70,825,2000000,4000000,319.2375222,157.8251606,A 3.3 mW ?? modulator for UMTS in 0.18 ?m CMOS with 70 dB dynamic range in 2 MHz bandwidth,"Summary form only given. The authors present a 4th-order continuous-time ?? modulator with 1.5 b quantizer and feedback DAC for a UMTS receiver. The modulator has 70 dB DNR in a 2 MHz band and -74 dB THD at full scale. An IC which includes two modulators, a PLL, and an oscillator dissipates 11.5 mW at 1.8 V. Active area is 0.41 mm2 in a 0.18 ?m, 1-poly 5-metal-layer CMOS technology ","van Veldhoven, R.; Philips, K.; Minnis, B.",,,,,,,,,125892541.2,0.695980668,178.6708263
ISSCC,2002,OS,SDSC,0.18,2.6,88,120000,962000,1924000,5822.279674,154.2144724,A 64 MHz ?? ADC with 105 dB IM3 distortion using a linearized replica sampling network,"Summary form only given. The authors present a ?? ADC with 105 dB distortion up to 1.5 MHz signal bandwidth, which uses a linear sampling network in a single-bit feedback 2-1-1 mash cascade modulator architecture. Operating at 64 MHz clock frequency, the measured SNR in a 1.1 MHz bandwidth is 88 dB. The area, including bypass capacitors, is 2.6 mm2, in a 0.18 ?m 1.8 V/3.3 V SP5M digital CMOS process. The power consumed is 230 mW, including references and decimation filter ","Gupta, S.K.; Brooks, T.L.; Fong, V.",,,,,,,,,158489319.2,0.711086761,177.719851
ISSCC,2002,OS,SDSC,0.13,0.2,49,725,2000000,4000000,3148.492226,137.38632,A 1.5 V 2.4/2.9 mW 79/50 dB DR ?? modulator for GSM/WCDMA in a 0.13 ?m digital process,"A 2nd order multi-level ?? A/D converter for low-power multi-standard wireless receivers, in a single-poly 0.13 ?m digital CMOS process, has 79/50 dB dynamic range for GSM/WCDMA. The 0.2 mm2 chip consumes 2.4/2.9 mW at 1.5 V ","Gomez, G.; Haroun, B.",,,,,,,,,199526231.5,0.734392094,176.7513628
ISSCC,2002,NQ,Flash,0.13,0.3,33,20.9,11000000,22000000,573.0328144,136.7863485,An embedded 0.8 V/480 µW 6b/22 MHz flash ADC in 0.13 µm digital CMOS process using nonlinear double-interpolation technique,"For high-data-rate wireless communication, a 0.8 V 480 µW 6b 22 MSample/s flash-interpolation ADC is fabricated in 0.13 µm digital CMOS. The circuit achieves 33 dB SNDR and 47 dB SFDR using a nonlinear double-interpolation technique ","Lin, J.; Haroun, B.",,,,,,,,,251188643.2,0.769884814,175.7714832
ISSCC,2002,OS,"SDSC, SwOpAmp",0.18,0.08,67,6250,8000,16000,3416.291718,146.0308999,A 0.7V MOSFET-only switched-opamp ?? modulator,"A 0.7V MOSFET-only switched-opamp ?? modulator for speech applications achieves 67dB SNDR, and 75dB dynamic range. The circuit, occupying 0.08mm2 in 0.18?m CMOS, does not use voltage boosting or low-VT devices. All capacitors are compensated MOS devices ","Sauerbrey, J.; Tille, T.; Schmitt-Landsiedel, D.; Thewes, R.",,,,,,,,,316227766,0.823007574,174.784275
ISSCC,2002,NQ,Pipe,0.6,2.56,68.2,1430,10000,21000000,680.097082,153.6406804,A 30mW 12b 21MSample/s pipelined CMOS ADC,"A 0.6µm double-poly CMOS 12b ADC uses a number of different techniques to obtain low power. The ADC achieves 68dB SNR at 21 MSample/s, consuming 30mW at 2.7V. Die area is 2.56mm2 ","Kulhalli, S.; Penkota, V.; Asv, R.",,,,,,,,,398107170.6,0.900807021,173.792385
ISSCC,2002,NQ,Pipe,0.35 BiCMOS,6,70,14300,25000000,50000000,5533.450384,145.4363397,A self-calibrated pipeline ADC with 200MHz IF-sampling frontend,"A 13b 50MSample/s pipeline ADC with digital self-calibration and IF-sampling frontend, using a 0.35µm BiCMOS process, achieves 76.5dB SFDR at 194MHz input. The chip occupies 6mm2 and dissipates 715mW from a 2.9V supply ","Waltari, M.; Sumanen, L.; Korhonen, T.; Halonen, K.",,,,,,,,,501187233.6,1.011931917,172.7975177
ISSCC,2002,OS,SDSC,0.25,1.5,79,16500,1000000,2000000,2265.161038,153.8148606,A 33mW 14b 2.5MSample/s ?? A/D converter in 0.25?m digital CMOS,"The IC consists of a 5th-order single-loop tri-level ?? modulator and a multistage digital filter. Measured dynamic range is 86dB over 1 MHz bandwidth. With 79dB peak SNDR, the chip consumes 33mW and occupies 1.5mm2","Reutemann, R.; Balmelli, P.; Qiuting Huang",,,,,,,,,630957344.5,1.166567561,171.8007625
ISSCC,2002,OS,SDSC,0.35,0.18,68,6250,8000,16000,3044.738266,147.0308999,A 10/spl mu/V-offset 8kHz bandwidth 4th-order chopped /spl Sigma//spl Delta/ A/D converter for battery management,"A chopped 4th-order continuous-time 1 bit ?? A/D converter with 10 µV offset and 8 kHz bandwidth has been designed for battery current measurement. Chopping at 16 kHz, the circuit has a 0.1 V input range, a 68 dB SNR, and a 1 MHz output bit rate. Area is 0.45x0.4mm2 in 0.35?m CMOS. Current consumption is 30?A at 2.5-4V. ","Blanken, P.G.; Menten, S.E.J.",,,,,,,,,794328234.7,1.376513225,170.8028123
ISSCC,2003,OS,SDSC,0.13,0.1225,45.2,325,2000000,4000000,2186.084343,137.0708664,A 1.5V 1mA 80dB passive ?? ADC in 0.13?m digital CMOS process,"A passive switched-capacitor ?? ADC consisting of only switches, capacitors and a comparator, is implemented in a 0.13?m digital CMOS process. This high-speed low-voltage architecture is used in a zero-IF GSM transceiver and has a measured peak SNDR of 67dB over a bandwidth of 100kHz with a SFDR of 75dB and a dynamic range of 72dB. The ADC consumes 1mA from a 1.5V power supply at a clock rate of 104MHz.","Feng Chen; Ramaswamy, S.; Bakkaloglu, B.",,,,,,,,,1000000000,1.655589641,169.8041066
ISSCC,2003,OS,SDSC,0.35,5.62,105,1380000,20000,40000,9457.759963,160.6066731,A 114 dB 68 mW chopper-stabilized stereo multi-bit audio A/D converter,A fifth-order single-loop seventeen level ?? modulator with an input feed-forward gain stage and second-order mismatch shaping logic achieves 114 dB dynamic range and -105 dB THD over the 20 kHz audio band. This stereo ADC occupies 5.62 mm2 active area in a 0.35 ?m 2P 3M CMOS process and dissipates only 55 mW power in the analog circuits.,"YuQing Yang; Chokhawala, A.; Alexander, M.; Melanson, J.; Hester, D.",,,,,,,,,1258925412,2.020419583,168.8049237
ISSCC,2003,OS,SDSC,0.13,0.2,64,547,1920000,3840000,422.258061,153.6108193,A 1.2-V dual-mode WCDMA/GPRS ?? modulator,"A dual-mode ?? modulator is designed to meet the specifications of a WCDMA/GPRS receiver and is composed of a single-bit second-order modulator followed by a multi-bit stage that adapts performance to broadband signals. The modulator achieves 82dB and 70dB of dynamic range over bandwidths of 100kHz and 1.92MHz, respectively, and dissipates 4.3mW from a 1.2V supply. The circuit is implemented in 0.13?m CMOS technology and occupies an active area of 0.2mm2.","Dezzani, A.; Andre, E.",,,,,,,,,1584893192,2.491510475,167.8054394
ISSCC,2003,OS,SDCT,0.18,0.55,83,1670,1230000,2460000,144.3590308,167.7712125,A tri-mode continuous-time ?? modulator with switched-capacitor feedback DAC for a GSM-EDGE/CDMA2000/UMTS receiver,"Complex continuous-time fifth-order ?? modulator with 1b quantizer and switched-capacitor feedback DAC for a GSM/CDMA2000/UMTS receiver achieves a dynamic range of 92/83/74dB in 200/1228/3840kHz. Power consumption of one modulator is 3.8/4.1/4.5mW at 1.8V. Processed in 0.18?m CMOS, the 0.55mm2 IC includes a PLL, two oscillators and a bandgap reference. ","van Veldhoven, R.",,,,,,,,,1995262315,3.094569621,166.8057649
ISSCC,2003,OS,SDCT,0.5,5.76,83,28200,1100000,2200000,2440.979975,155.49001,A continuous-time ?? modulator with 88dB dynamic range and 1.1MHz signal bandwidth,A baseband continuous-time multi-bit ?? modulator achieves 88dB dynamic range over a 1.1MHz signal bandwidth consuming 62mW from a 3.3V supply. Excess loop delay encountered in conventional continuous-time modulators is eliminated by the proposed architecture. Clock-jitter sensitivity is considerably reduced compared with prior designs.,"Yan, S.; Sanchez-Sinencio, E.",,,,,,,,,2511886432,3.862052432,165.8059702
ISSCC,2003,OS,SDCT,0.18,0.22,75.5,2350,1000000,2000000,482.7257215,158.7790214,A 4.4mW 76dB complex ?? ADC for Bluetooth receivers,"A ?? ADC with a fifth-order continuous-time complex loop filter achieves 76dB of DNR in a 1MHz channel. The input impedance is less than 400? and allows operation with a current-mode RF front-end. Image rejection is over 50dB, and IM3 distortion is below -82dBc. The circuit dissipates 4.4mW and is implemented in 0.18?m CMOS.","Philips, K.",,,,,,,,,3162277660,4.835011166,164.8060998
ISSCC,2003,OS,SDSC,0.13,2.4,50,1330,20000000,40000000,5128.324695,135.7675413,A dual channel ?? ADC with 40MHz aggregate signal bandwidth,A dual-channel ?? ADC has been integrated in 0.13?m CMOS technology with an oversampling ratio of 4. The ADC employs a cascade of low-pass and band-pass modulators and achieves an aggregate quadrature signal bandwidth of 40MHz at a sampling frequency of 160MS/s and 54dB dynamic range while dissipating 175mW from a 2.5V supply.,"Tabatabaei, A.; Onodera, K.; Zargari, M.; Samavati, H.; Su, D.K.",,,,,,,,,3981071706,6.065353684,163.8061816
ISSCC,2003,NQ,"Pipe, TI",0.18,196,29.5,500,6000000000,20000000000,20617.31111,119.452,A 20GS/s 8b ADC with a 1MB memory in 0.18µm CMOS,"A 20 GS/s 8-bit ADC achieves a bandwidth of 6 GHz in 0.18 ?m CMOS. The implementation uses 80 time-interleaved current-mode pipeline sub-ADCs and stores data at 20 GB/s into a 1 MB on-chip memory. The ADC is packaged with a BiCMOS input buffer chip in a 438-ball BGA, and total power consumption is 10 W.","Ken Poulton, Robert Neff, Brian Setterberg, Bernd Wuppermann, Tom Kopley, Robert Jewett, Jorge Pernillo, Charles Tan, and Allen Montijo",,,,,,,,,5011872336,7.618648626,162.8062332
ISSCC,2003,NQ,"Flash, TI",0.18,0.5,30,155,1000000000,2000000000,6000.549015,125.0863831,A 2GS/s 6b ADC in 0.18µm CMOS,"A 2 GS/s 6-bit ADC with time-interleaving is demonstrated in 0.18 ?m CMOS. Three cross-connected and pre-distorted reference voltages improve the averaging performance. Circuit techniques enabling an SNDR of 30 dB at Nyquist input frequency and a FOM of 3.5 pJ per conversion step are discussed, and experimental results validating the simulated performance metrics are presented.","Xicheng Jiang, Zhengyu Wang, and M. Frank Chang,",,,,,,,,,6309573445,9.57763926,161.8062657
ISSCC,2003,NQ,Pipe,0.18,1.85,58.2,863,40000000,80000000,1294.487152,145.859709,A 69mW 10b 80MS/s pipelined CMOS ADC,"A 10 b 80 MHz pipelined ADC with an active area of 1.85 mm2 is realized in a 0.18 ?m dual gate oxidation CMOS process and achieves 72.8 dBc SFDR, 57.92 dB SNR, and 9.29 ENOB for a 100 MHz input at full sampling rate. The ADC shares an amplifier between two successive pipeline stages in order to achieve a power consumption of 69 mW at 3 V.","Byung-Moo Min, Peter Kim, David Boisvert, and Arlo Aude",,,,,,,,,7943282347,12.04666146,160.8062863
ISSCC,2003,NQ,Pipe,0.18,2.2,52,820,75000000,150000000,2520.945885,139.8515615,A 10b 150MS/s 123mW 0.18µm CMOS pipelined ADC,"A 10 b 150 MHz multi-bit-per-stage single-channel CMOS pipelined ADC, incorporating temperature- and supply-insensitive CMOS references and improved gate-bootstrapping techniques for a wideband SHA, achieves a SNDR of 52 dB and SFDR of 65 dB at 150 MS/s. The ADC, fabricated in 0.18 ?m CMOS, occupies an active die area of 2.2 mm2 and consumes 123 mW at 1.8 V. ","Sang-Min Yoo, Jong-Bum Park, Hee-Suk Yang, Hyuen-Hee Bae, Kyoung-Ho Moon, Ho-Jin Park, Seung-Hoon Lee, and Jae-Hwui Kim,",,,,,,,,,10000000000,15.15720595,159.8062992
ISSCC,2003,NQ,Pipe,0.35,7.9,67,3870,37500000,75000000,2113.545809,148.1163327,A 12b 75MS/s pipelined ADC using open-loop residue amplification,"The multi-bit first stage of a 12 b 75 MS/s pipelined ADC uses an open-loop gain stage to achieve more than 60% residue amplifier power savings over a conventional implementation. Statistical background calibration removes linear and nonlinear residue errors in the digital domain. The prototype IC achieves 68.2 dB SNR, -76 dB THD, occupies 7.9 mm2 in 0.35 ?m CMOS and consumes 290 mW at 3 V.",Boris Murmann and Bernhard E. Boser,,,,,,,,,12589254118,19.07492373,158.8063074
ISSCC,2003,NQ,Pipe,0.35 BiCMOS,25,72.8,14300,35000000,70000000,4006.341919,148.2366804,Impact of dielectric relaxation on a 14b pipeline ADC in 3V SiGe BiCMOS,"Dielectric relaxation in PECVD SiN capacitors of a 45 GHz 0.4 ?m SiGe BiCMOS process degrades performance even at low frequencies. In the design of pipelined 14 b 70 MS/s ADC, the effects of dielectric relaxation are identified via behavioral/circuit simulations and ad-hoc tests. After LPCVD oxide capacitors are introduced, a 5.3×5.3 mm2 test chip delivers 72 dB SNR, 81 dBc SFDR, and 11.5 ENOB at 70 MS/s with a 1 MHz input. The IC dissipates 1 W from 3.3 V. ","Alfio Zanchi, Frank Tsay, and Ioannis Papantonopoulos",,,,,,,,,15848931925,24.00844916,157.8063126
ISSCC,2003,OS,SDCT,0.25,31,79,3130,12000000,24000000,429.0077723,161.0411998,A 700/900mW/channel CMOS dual analog front-end IC for VDSL with integrated 11.5/14.5dBm line drivers,"A dual-channel analog front-end for ANSI/ETSI standards compliant VDSL in 0.25/0.5?m 1P 5M CMOS is presented. The chip includes a non-linearity cancelling multi-path line driver achieving -76dBc 3rd harmonic distortion at 12MHz, a 75mW continuous-time multi-bit 3rd-order self-calibrating ?? ADC, a 14b current-steering DAC with PSD mask post filter, a 0-35dB variable-gain amplifier with adjustable hybrid, and a 12ps jitter LC PLL.","Moyal, M.; Groepl, M.; Werker, H.; Mitteregger, G.; Schambacher, J.",,,,,,,,,19952623150,30.22051125,156.8063158
ISSCC,2004,OS,SDCT,0.18,1.7,63,6120,10000000,20000000,5302.080089,142.1221858,A cascaded continuous-time ?? modulator with 67dB dynamic range in 10MHz bandwidth,A 2-2 cascaded ?? modulator with continuous-time loop filters and 4b quantizers is presented. The dynamic range is 67dB in a 10MHz bandwidth at a 160MS/s with a full-scale input range of 200mVrms. Inherent anti-aliasing filtering is over 50dB. The 0.18?m CMOS chip measures 1.7mm2 and draws 68mA from a 1.8V supply. ,"Breems, L.J.",,,,,,,,,25118864315,38.04192536,155.8063179
ISSCC,2004,OS,SDSC,0.18,0.95,72,8000,12500000,25000000,2458.895116,149.9588002,A 25 MS/s 14 b 200 mW ?? modulator in 0.18 ?m CMOS,"Sampled at 200 MHz, a 5th-order 4 b-quantizer single-loop ?? modulator achieves a 25 MS/s conversion rate with 84 dB DR and 82 dB SNR, a performance suitable for VDSL. Implemented in 0.18 ?m CMOS, the 0.95 mm2 chip has a power consumption of 200 mW from a 1.8 V supply. ","Balmelli, P.; Qiuting Huang",,,,,,,,,31622776602,47.88921052,154.8063192
ISSCC,2004,OS,SDSC,0.18,0.2,77,2730,1100000,2200000,470.8186132,159.6424143,?? ADC with finite impulse response feedback DAC,"A continuous-time 1 b ?? ADC with a finite impulse response DAC in the feedback path is presented. The FIRDAC reduces the susceptibility to clock jitter by 18 dB while maintaining linearity. S/N ratio is 77 dB in a 1 MHz bandwidth, and IM2 and IM3 are 77 dB and 82 dB, respectively. The 0.18 ?m CMOS chip consumes 6.0 mW.","Putter, B.M.",,,,,,,,,39810717055,60.28677066,153.80632
ISSCC,2004,OS,SDCT,0.13,0.12,50.9,352,1920000,3840000,1226.754602,142.4296746,A 0.9 V 1.5 mW continuous-time ?? modulator for WCDMA,"A second-order continuous-time ?? modulator for a WCDMA RX is implemented with inverter-based OTAs, enabling operation at a voltage of 0.9 V. The OTAs are balanced by using CMFB. The modulator consumes only 1.5 mW and occupies 0.12 mm2 in a 0.13 ?m CMOS process. SNDR is 50.9 dB over a bandwidth of 1.92 MHz. ","Ueno, T.; Itakura, T.",,,,,,,,,50118723363,75.89482113,152.8063205
ISSCC,2004,OS,SDSC,0.09,0.18,81,3500,20000,40000,381.6569872,162.5490196,A 1 V 88 dB 20 kHz ?? modulator in 90 nm CMOS,"A third-order single-loop SC ?? modulator is realized in a standard 90 nm digital CMOS technology. The modulator achieves 88 dB dynamic range for a 20 kHz signal bandwidth with an OSR of 100. Power consumption is 140 ?W from a 1 V supply, and the chip core size is 0.18 mm2. ","Yao, L.; Steyaert, M.; Sansen, W.",,,,,,,,,63095734448,95.54454755,151.8063208
ISSCC,2004,OS,SDSC,0.13, ,76,6820,1100000,2200000,1322.204604,154.6530143,A power optimized 14-bit SC ?? modulator for ADSL CO applications,"A switched-capacitor multi-bit ?? ADC including a reference-voltage buffer is implemented in 0.13 ?m CMOS. The single loop 3 b modulator features 14 b and 13 b dynamic range over 276 kHz and 1.1 MHz signal bandwidths, respectively. Clocked at 105 MHz, the ADC core consumes 8 mW from a 1.5 V supply.","Gaggl, R.; Inversi, M.; Wiesbauer, A.",,,,,,,,,79432823472,120.2823695,150.806321
ISSCC,2004,OS,SDSC,0.18,1.1,72,30000,2500000,5000000,9220.856686,144.2184875,A mirror image free two-path bandpass ?? modulator with 72 dB SNR and 86 dB SFDR,"A cross-coupled two-path ?? architecture generates transmission zeros at 1/3 of the clock frequency, thereby achieving a mirror image free response. The chip uses 0.18 ?m CMOS technology and is clocked at 2×60 MHz with a 40 MHz IF. The modulator achieves an 86 dB SFDR with a 2.5 MHz bandwidth and consumes 150 mW from a 1.8 V supply.","Ying, F.; Maloberti, F.",,,,,,,,,1E+11,151.4256663,149.8063212
ISSCC,2004,OS,SDCT,0.18,0.14,65,1040,1000000,2000000,712.2381722,151.8402965,A 2 mW 89 dB DR continuous-time ?? ADC with increased immunity to wide-band interferers,"A continuous-time ?? ADC with merged channel filter and programmable-gain functionality is presented. Interferers above full-scale can be applied without jeopardizing reception of weak desired signals. The merged design occupies 0.14 mm2 in 0.18 ?m CMOS, consumes 2 mW, and achieves 89 dB of dynamic range (DR) in a 1 MHz bandwidth.","Philips, K.; Nuijten, P.A.C.M.; Roovers, R.; Munoz, F.; Tejero, M.; Torralba, A.",,,,,,,,,1.25893E+11,190.6329319,148.8063212
ISSCC,2004,NQ,Folding,0.18,8,45.8,793,800000000,1600000000,4978.77159,133.7962836,A 1.8V 1.6GS/s 8b self-calibrating folding ADC with 7.26 ENOB at Nyquist frequency,"A 1.8V folding-interpolating ADC in 0.18?m CMOS uses small device sizes to achieve a conversion rate exceeding 1.6GS/s. The inherent mismatch offsets are calibrated transparently, and at 1.6GS/s the ADC achieves 0.15LSB DNL, 0.35LSB INL, 7.5 ENOB at 100MHz input, and 7.26 ENOB at Nyquist.","Robert Taft, Chris Menkus, Maria Rosaria Tursi, Ols Hidri, and Valerie Pons",,,,,,,,,1.58489E+11,239.9920963,147.8063213
ISSCC,2004,NQ,Folding,0.18,0.2,46.9,333,300000000,600000000,1841.423909,138.6709126,An 8b 600MS/s 200mW CMOS folding A/D converter using an amplifier preset technique,"An 8b CMOS folding ADC with resistive averaging and interpolation exhibits 7.5 ENOB and a maximum sample frequency of 600MS/s while dissipating only 200mW. The ADC utilizes preset switches at the outputs of the pre-amplifiers. Chip area is 0.2mm2, and supply voltage is 3.3/1.8V in 0.35/0.18?m CMOS. ",Govert Geelen and Edward Paulus,,,,,,,,,1.99526E+11,302.131715,146.8063213
ISSCC,2004,NQ,Pipe,0.13,1.3,51,614,110000000,220000000,2116.731346,140.1105892,A 1.2V 220MS/s 10b pipeline ADC implemented in 0.13µm digital CMOS,A 10b pipeline ADC fabricated in a 0.13?m pure digital CMOS process is presented. The supply voltage is 1.2V and the conversion rate is 120MS/s. The ADC maintains its performance down to 0.9V supply voltage and up to 220MS/s at a signal swing near full scale. Power consumption at 220MS/s is 135mW.,"Bjørnar Hernes, Atle Briskemyr, Terje N. Andersen, Frode Telstø, Thomas E. Bonnerud, and Øystein Moldsvor,",,,,,,,,,2.51189E+11,380.3609493,145.8063213
ISSCC,2004,NQ,"Pipe, TI",0.18,1.8,45.4,473,75000000,150000000,3111.355572,135.6380291,A 150MS/s 8b 71mW time-interleaved ADC in 0.18µm CMOS,"This paper presents a 150 MS/s 8 bit time-interleaved ADC which has been built in 0.18 ?m CMOS. Segmentation of the track-and-hold into separate circuits, driving the 1st stage comparators and two interleaved residue paths, together with signal scaling, results in a 45.4 dB SNDR for an 80 MHz input frequency, while dissipating 71 mW from a 1.8 V supply.","Sotirios Limotyrakis, Scott D. Kulchycki, David Su, and Bruce A. Wooley, ",,,,,,,,,3.16228E+11,478.8457911,144.8063214
ISSCC,2004,NQ,Two-Step,0.13,0.09,47.5,168,62500000,125000000,865.9270664,142.2486072,A 21mW 8b 125MS/s ADC occupying 0.09mm2 in 0.13µm CMOS,"An 8b subranging ADC uses interpolation, averaging, offset compensation and pipelining techniques to accomplish 7.6b ENOB at 125MS/s. The 0.13?m CMOS ADC occupies 0.09mm2 and consumes 21 mW. ","Jan Mulder, Christopher M. Ward, Chi-Hung Lin, Dave Kruse, Jan R. Westra, Marcel L. Lugthart, Erol Arslan, Rudy J. van de Plassche, Klaas Bult, and Frank M. L. van der Goes,",,,,,,,,,3.98107E+11,602.8309173,143.8063214
ISSCC,2004,NQ,Flash,HBT,3.96,20,95,13000000000,40000000000,11631.41956,117.212464,A 3b 40GS/s ADC-DAC in 0.12µm SiGe,"A 3b SiGe ADC-DAC produces a conversion rate of 40GS/s with >200 dynamic range over 12GHz bandwidth for receiver exciter applications. The 40GHz design and test methodology, as well as a new wideband quantizer front end, are described.","William Cheng, Wais Ali, Moon-Jung Choi, Kanon Liu, Tammy Tat, Don Devendorf, Lloyd Linder, and Ronald Stevens,",,,,,,,,,5.01187E+11,758.9189882,142.8063214
ISSCC,2004,NQ,"SAR, TI",0.09,,31,16.7,300000000,600000000,575.0466217,135.7712125,A 6b 600MHz 10mW ADC array in digital 90nm CMOS,A 6b converter array operates at a 600MHz clock frequency with input signals up to 600MHz and only 10mW power consumption. The array consists of 8 interleaved successive approximation converters implemented in a 90nm digital CMOS technology.,Dieter Draxelmayr,,,,,,,,,6.30957E+11,955.4222626,141.8063214
ISSCC,2004,NQ,Pipe,0.18,20,72,9850,20000000,40000000,3027.514612,149.0553377,A digitally enhanced 1.8V 15b 40MS/s CMOS pipelined ADC,"A 1.8 V 15 b 40 MS/s CMOS pipelined ADC with 90 dB SFDR and 72 dB peak SNR over the full Nyquist band is described. ADC performance is enhanced by digital background calibration of DAC noise and interstage gain error. The IC is realized in a 0.18 ?m CMOS process, consumes 400 mW, and has a die size of 4 mm×5 mm. ","E. Siragusa and I. Galton,",,,,,,,,,7.94328E+11,1202.805256,140.8063214
ISSCC,2004,NQ,Pipe,0.18,11.22,74,11700,10000000,20000000,2844.238281,150.3264408,A 15b 20MS/s CMOS pipelined ADC with digital background calibration,A 15 b 20 MS/s CMOS pipelined ADC is fabricated in a 0.18 ?m dual-gate CMOS technology and achieves 94 dB SFDR and 74 dB SNDR for a 8 MHz input. Digital calibration can proceed continuously in the background to maintain the ADC resolution. The chip occupies an area of 3.3×3.4 mm2 and dissipates 235 mW with 1.8 V and 3.3 V dual supplies. ,"Hung-Chih Liu, Zwei-Mei Lee, and Jieh-Tsorng Wu",,,,,,,,,1E+12,1514.242016,139.8063214
ISSCC,2004,NQ,Pipe,0.25,5.55,75,15600,25000000,50000000,3394.373809,150.0584541,A 96dB SFDR 50MS/s digitally enhanced CMOS pipeline A/D converter,A 96 dB SFDR 50 MS/s pipeline A/D converter has been designed in a 0.25 ?m CMOS process. An improved sample-and-hold and subtractive dither-continuous gain correction (SD-CGC) digital calibration are used to increase linearity. Prototype measurements show that the SNDR increases from 49 dB to 75 dB and the SFDR increases from 62 dB to 96 dB using the technique.,"K. Nair and R. Harjani,",,,,,,,,,,,
ISSCC,2004,NQ,Pipe,0.18,15,73.6,11200,5000000,10000000,2863.255264,150.0975198,A 1.8V 14b 10MS/s pipelined ADC in 0.18µm CMOS with 99dB SFDR,"A 1.8 V, 14 b pipelined ADC using passive capacitor error-averaging and nested CMOS gain boosting achieves 99 dB SFDR for signal frequencies up to 5.1 MHz without trimming or calibration. With a 1 MHz analog input, DNL is 0.31 LSB, INL is 0.58 LSB, and SNDR is 73.6 dB. The chip occupies 15 mm2 in 0.18 ?m CMOS and dissipates 112 mW. ","Yun Chiu, Paul R. Gray, and Borivoje Nikolic",,,,,,,,,,,
ISSCC,2004,NQ,Pipe,0.25,19.6,72.6,9440,40000000,80000000,2707.09809,149.8411304,A 12b 80MS/s pipelined ADC with bootstrapped digital calibration,"A 12 b 80 MS/s pipelined ADC is calibrated for constant and signal-dependent gain errors as well as for slew-rate errors. With foreground calibration, peak SNDR is 72.6 dB, and peak SFDR is 85.4 dB. Using an on-chip microprocessor for calibration, the total power dissipation is 755 mW from 2.5 V, and the active area is 19.6 mm2 in a 0.25 ?m CMOS process. ","Carl R. Grace, Paul J. Hurst, and Stephen H. Lewis,",,,,,,,,,,,
ISSCC,2004,NQ,Pipe,0.13,0.3,55.9,413,40000000,80000000,805.6640625,146.7754605,An 80MHz 10b pipeline ADC with dynamic range doubling and dynamic reference selection,A 10 b 80 MHz pipeline ADC consumes 22 mA at 1.5 V and occupies a die area of 0.3 mm2 in a 0.13 ?m CMOS technology. The ADC is based on a conventional 1.5 b pipeline architecture combined with dynamic-range-doubling and dynamic-reference-selection algorithms.,"Olaf Stroeble, Victor Dias, and Christoph Schwoerer,",,,,,,,,,,,
ISSCC,2004,NQ,Pipe,0.18,15.96,61,11700,15000000,30000000,12724.81908,137.3202321,A 14b-linear capacitor self-trimming pipelined ADC,"Capacitor mismatch in a 1.5 b/stage pipelined ADC is self-trimmed with a zero-forcing calibration loop based on ?? polarity detection. Signal-subtracted analog PN error correlation shortens background calibration time by a factor of 10. The 4.2×3.8 mm2 chip in 0.18 ?m CMOS exhibits 1 LSB INL at 14 b, 84 dB SFDR at 30 MS/s, and consumes 350 mW at 3 V. ","Seung-Tak Ryu, Sourja Ray, Bang-Sup Song, Gyu-Hyeong Cho, and Kanti Bacrania",,,,,,,,,,,
